"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"__omp_offloading_8f127ee_15009313_game_of_life_l7.kd",100,418917620,4189176,95.78081314810163
"__omp_offloading_8f127ee_15009313_game_of_life_stats_l46.kd",1,18453505,18453505,4.219186851898374
